RDA label,RDA IRI,pseudo-Turtle,Kiegel syntax
has contributor corporate body of computer content,http://rdaregistry.info/Elements/m/P30404,"
bf:instanceOf [ a bf:Work ;
  bf:contribution [ a bf:Contribution ;
    bf:agent [ a bf:Organization ;
      rdfs:label ""P30404value"" ] ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of computer content"" ] ] ] .
# with IRI value
bf:instanceOf [ a bf:Work ;
  bf:contribution [ a bf:Contribution ;
    bf:agent <P30404value> ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of computer content"" ] ] ] .","instanceOf >> Work > contribution >> Contribution > agent >> Organization > rdfs:label ; > role >> Role > rdfs:label=""contributor of computer content""
or
instanceOf >> Work > contribution >> Contribution > agent* > role >> Role > rdfs:label=""contributor of computer content"""
has broadcaster corporate body,http://rdaregistry.info/Elements/m/P30405,"bf:provisionActivity [ a bf:Publication;
    bf:agent  [  a bf:Organization;
        rdfs:label “P30405value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Broadcaster” ;
        bf:noteType “role in publication” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Organization;
        rdfs:label “P30405value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/brd> ] .
# with IRI value
bf:provisionActivity [ a bf:Distribution ;
    bf:agent  <P30405value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Broadcaster” ;
        bf:noteType “role in publication” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30405value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/brd> ] .","provisionActivity >> Publication > agent >> Organization > rdfs:label ; note >> Note > rdfs:label=""Broadcaster"" > noteType=""role in publication"" ; contribution >> Contribution > agent >> Organization > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/brd>
or
provisionActivity >> Publication > agent* > note >> Note > rdfs:label=""Broadcaster"" > noteType=""role in publication"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/brd>"
has film distributor corporate body,http://rdaregistry.info/Elements/m/P30406,"bf:provisionActivity [ a bf:Distribution ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30406value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Film distributor” ;
        bf:noteType “role in distribution” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30406value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/fds> ] .
# with IRI value
bf:provisionActivity [ a bf:Distribution ;
    bf:agent  <P30406value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Film distributor” ;
        bf:noteType “role in distribution” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30406value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/fds> ] .","provisionActivity >> Distribution > agent >> Organization > rdfs:label ; note >> Note > rdfs:label=""Film distributor"" > noteType=""role in distribution"" ; contribution >> Contribution > agent >> Organization > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/fds>
or
provisionActivity >> Distribution > agent* > note >> Note > rdfs:label=""Film distributor"" > noteType=""role in distribution"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/fds> "
has book designer corporate body,http://rdaregistry.info/Elements/m/P30407,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30407value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Book designer” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a  bf:Organization ;
        rdfs:label “P30407value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/bkd> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30407value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Book designer” ;
        bf:noteType “role in manufacture ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30407value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/bkd> ] .","provisionActivity >> Manufacture > agent >> Organization > rdfs:label ; note >> Note > rdfs:label=""Book designer"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Organization > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/bkd>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Book designer"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/bkd> "
has engraver corporate body,http://rdaregistry.info/Elements/m/P30408,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30408value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Engraver” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:organization ;
        rdfs:label “P30408value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/egr> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30408value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Engraver” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30408value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/egr> ] .","provisionActivity >> Manufacture > agent >> Organization > rdfs:label ; note >> Note > rdfs:label=""Engraver"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Organization > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/egr>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Engraver"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/egr> "
has braille embosser corporate body,http://rdaregistry.info/Elements/m/P30409,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Organization;
        rdfs:label “P30409value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Braille embosser” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30409value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/brl> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30409value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Braille embosser” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30409value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/brl> ] .","provisionActivity >> Manufacture > agent >> Orhganization > rdfs:label ; note >> Note > rdfs:label=""Braille embosser"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> organization > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/brl>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Braille embosser"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/brl> "
has printmaker corporate body,http://rdaregistry.info/Elements/m/P30410,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30410value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Printmaker” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30410value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/prm> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30410value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Printmaker” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30410value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/prm> ] .
","provisionActivity >> Manufacture > agent >> Organization > rdfs:label ; note >> Note > rdfs:label=""Printmaker"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Organization > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/prm>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Printmaker"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/prm> "
has caster corporate body,http://rdaregistry.info/Elements/m/P30411,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30411value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Caster” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30411value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/cas> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30411value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Caster” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30411value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/cas> ] .","provisionActivity >> Manufacture > agent >> Organization > rdfs:label ; note >> Note > rdfs:label=""Caster"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Organization > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/cas>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Caster"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/cas> "
has lithographer corporate body,http://rdaregistry.info/Elements/m/P30412,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30412value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Lithographer” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30412value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/ltg> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30412value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Lithographer” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30412value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/ltg> ] .","provisionActivity >> Manufacture > agent >> Organization > rdfs:label ; note >> Note > rdfs:label=""Lithographer"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Organization > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/ltg>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Lithographer"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/ltg> "
has platemaker corporate body,http://rdaregistry.info/Elements/m/P30413,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30413value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Platemaker” ;
        bf:noteType “role in manufacture
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30413value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/plt> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30413value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Platemaker” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30413value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/plt> ] .","provisionActivity >> Manufacture > agent >> Organization > rdfs:label ; note >> Note > rdfs:label=""Platemaker"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Organization > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/plt>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Platemaker"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/plt> "
has etcher corporate body,http://rdaregistry.info/Elements/m/P30414,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30414value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Etcher” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30414value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/etr> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30414value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Etcher” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30414value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/etr> ] .","provisionActivity >> Manufacture > agent >> Organization > rdfs:label ; note >> Note > rdfs:label=""Etcher"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Organization > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/etr>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Etcher"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/etr> "
has collotyper corporate body,http://rdaregistry.info/Elements/m/P30415,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30415value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Collotyper” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30415value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/clt> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30415value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Collotyper” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30415value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/clt> ] .","provisionActivity >> Manufacture > agent >> Organization > rdfs:label ; note >> Note > rdfs:label=""Collotyper"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Organization > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/clt>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Collotyper"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/clt> "
has printer corporate body,http://rdaregistry.info/Elements/m/P30416,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30416value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Printer” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30416value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/prt> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30416value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Printer” ;
        bf:noteType “role in manufacture” ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30416value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/prt> ] .","provisionActivity >> Manufacture > agent >> Organization > rdfs:label ; note >> Note > rdfs:label=""Printer"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Organization > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/prt>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Printer"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/prt> "
has distributor corporate body,http://rdaregistry.info/Elements/m/P30417,"bf:provisionActivity [ a bf:Distribution ;
   bf:agent [ a bf:Organization ;
      rdfs:label ""P30417value"" ] ] .
# with IRI value
bf:provisionActivity [ a bf:Distribution ;
   bf:agent <P30417value> ] .","provisionActivity >> Distribution > agent >> Organization > rdfs:label
or
provisionActivity >> Distribution > agent*"
has producer corporate body of unpublished manifestation,http://rdaregistry.info/Elements/m/P30418,"bf:provisionActivity [ a bf:Production ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30418value” ] ;
bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Organization ;
      rdfs:label ""P30418value"" ] ;
   bf:role [ a bf:Role ;
         rdfs:label ""producer of unpublished manifestation"" ] ] .
# with IRI value
bf:provisionActivity [ a bf:Production ;
    bf:agent <P30418value> ;
bf:contribution [ a bf:Contribution ;
   bf:agent <P30418value> ;
   bf:role [ a bf:Role ;
      rdfs:label ""producer of unpublished manifestation"" ] ] .","provisionActivity >> Production > agent >> Organization > rdfs:label ; contribution >> Contribution > agent >> Organization > rdfs:label ; > role >> Role > rdfs:label=""producer of unpublished manifestation""
or
provisionActivity >> Production > agent* ; contribution >> Contribution > agent* > role >> Role > rdfs:label=""producer of unpublished manifestation"""
has manufacturer corporate body,http://rdaregistry.info/Elements/m/P30419,"bf:provisionActivity [ a bf:Manufacture ;
   bf:agent [ a bf:Organization ;
      rdfs:label ""P30419value"" ] ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
   bf:agent <P30419value> ] .","provisionActivity >> Manufacture > agent >> Organization > rdfs:label
or
provisionActivity >> Manufacture > agent*"
has publisher corporate body,http://rdaregistry.info/Elements/m/P30420,"bf:provisionActivity [ a bf:Publication ;
   bf:agent <P30420value> .
# with literal value
bf:provisionActivity [ a bf:Publication ;
   bf: agent [ a bf:Organization ;
      rdfs:label ""P30420value"" ] ] .","provisionActivity >> Publication > agent*
or
provisionActivity >> Publication > agent >> Organization > rdfs:label "
has creator corporate body of manifestation,http://rdaregistry.info/Elements/m/P30421,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Organization ;
      rdfs:label ""P30421value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/cre> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P30421value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/cre> ] .","contribution >> Contribution > agent >> Organization > rdfs:label > ; > role=<http://id.loc.gov/vocabulary/relators/cre>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/cre>"
has papermaker corporate body,http://rdaregistry.info/Elements/m/P30422,"bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P30422value” ] ;
    bf:note  [ a bf:Note ;
        rdfs:label “Papermaker” ;
        bf:noteType “role in manufacture” ] ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent  [  a bf:Organization ;
        rdfs:label “P300422value”] ;
    bf:role <http://id.loc.gov/vocabulary/relators/ppm> ] .
# with IRI value
bf:provisionActivity [ a bf:Manufacture ;
    bf:agent  <P30422value> ;
    bf:note  [ a bf:Note ;
        rdfs:label “Papermaker” ;
        bf:noteType “role in manufacture"" ] ;
bf:contribution [ a bf:Contribution ;
    bf:agent <P30422value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/ppm> ] .","provisionActivity >> Manufacture > agent >> Organization > rdfs:label ; note >> Note > rdfs:label=""Papermaker"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent >> Organization > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/ppm>
or
provisionActivity >> Manufacture > agent* > note >> Note > rdfs:label=""Papermaker"" > noteType=""role in manufacture"" ; contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/ppm> "
has contributor family to aggregate,http://rdaregistry.info/Elements/m/P30423,not mapped,not mapped
has surveyor family,http://rdaregistry.info/Elements/m/P30424,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Family ;
      rdfs:label ""P30424value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/srv> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P30424value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/srv> ] .","contribution >> Contribution > agent >> Family > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/srv>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/srv>"
has contributor family of cartography,http://rdaregistry.info/Elements/m/P30425,"
bf:instanceOf [ a bf:Work ;
  bf:expressionOf [ a bf:Cartography ] ;
  bf:contribution [ a bf:Contribution ;
    bf:agent [ a bf:Family ;
      rdfs:label ""P30425value"" ] ;
    bf:role <http://id.loc.gov/vocabulary/relators/ctg> ] ] .
# with IRI value
bf:instanceOf [ a bf:Work ;
  bf:expressionOf [ a bf:Cartography ] ;
  bf:contribution [ a bf:Contribution ;
    bf:agent <P30425value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/ctg> ] ] .","instanceOf >> Work > expressionOf >> Cartography ; > contribution >> Contribution > agent >> Family > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/ctg>
or
instanceOf >> Work > expressionOf >> Cartography ; > contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/ctg>"
has contributor family of choreography,http://rdaregistry.info/Elements/m/P30426,"
bf:instanceOf [ a bf:Work ;
  bf:contribution [ a bf:Contribution ;
    bf:agent [ a bf:Family ;
      rdfs:label ""P30426value"" ] ;
    bf:role <http://id.loc.gov/vocabulary/relators/chr> ] ] .
# with IRI value
bf:instanceOf [ a bf:Work ;
  bf:contribution [ a bf:Contribution ;
    bf:agent <P30426value> ;
    bf:role <http://id.loc.gov/vocabulary/relators/chr> ] ] .","instanceOf >> Work > contribution >> Contribution > agent >> Family > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/chr>
or
instanceOf >> Work > contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/chr>"
has contributor family of moving image,http://rdaregistry.info/Elements/m/P30427,"
bf:instanceOf [ a bf:Work ;
  bf:expressionOf [ a bf:MovingImage ] ;
  bf:contribution [ a bf:Contribution ;
    bf:agent [ a bf:Family ;
      rdfs:label ""P30427value"" ] ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of moving image"" ] ] ] .
# with IRI value
bf:instanceOf [ a bf:Work ;
  bf:expressionOf [ a bf:MovingImage ] ;
  bf:contribution [ a bf:Contribution ;
    bf:agent <P30427value> ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of moving image"" ] ] ] .","instanceOf >> Work > expressionOf >> MovingImage ; > contribution >> Contribution > agent >> Family > rdfs:label ; > role >> Role > rdfs:label=""contributor of moving image""
or
instanceOf >> Work > expressionOf >> MovingImage ; > contribution >> Contribution > agent* > role >> Role > rdfs:label=""contributor of moving image"""
has contributor family of music,http://rdaregistry.info/Elements/m/P30428,"
bf:instanceOf [ a bf:Work ;
  bf:contribution [ a bf:Contribution ;
    bf:agent [ a bf:Family ;
      rdfs:label ""P30428value"" ] ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of music"" ] ] ] .
# with IRI value
bf:instanceOf [ a bf:Work ;
  bf:contribution [ a bf:Contribution ;
    bf:agent <P30428value> ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of music"" ] ] ] .","instanceOf >> Work > contribution >> Contribution > agent >> Family > rdfs:label ; > role >> Role > rdfs:label=""contributor of music""
or
instanceOf >> Work > contribution >> Contribution > agent* > role >> Role > rdfs:label=""contributor of music"""
has contributor family of speech,http://rdaregistry.info/Elements/m/P30429,"
bf:instanceOf [ a bf:Work ;
  bf:expressionOf [ a bf:Audio ] ;
  bf:contribution [ a bf:Contribution ;
    bf:agent [ a bf:Family ;
      rdfs:label ""P30429value"" ] ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of speech"" ] ] ] .
# with IRI value
bf:instanceOf [ a bf:Work ;
  bf:expressionOf [ a bf:Audio ] ;
  bf:contribution [ a bf:Contribution ;
    bf:agent <P30429value> ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of speech"" ] ] ] .","instanceOf >> Work > expressionOf >> Audio ; > contribution >> Contribution > agent >> Family > rdfs:label ; > role >> Role > rdfs:label=""contributor of speech""
or
instanceOf >> Work > expressionOf >> Audio ; > contribution >> Contribution > agent* > role >> Role > rdfs:label=""contributor of speech"""
has contributor family of still image,http://rdaregistry.info/Elements/m/P30430,"
bf:instanceOf [ a bf:Work ;
  bf:expressionOf [ a bf:StillImage ] ;
  bf:contribution [ a bf:Contribution ;
    bf:agent [ a bf:Family ;
      rdfs:label ""P30430value"" ] ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of still image"" ] ] ] .
# with IRI value
bf:instanceOf [ a bf:Work ;
  bf:expressionOf [ a bf:StillImage ] ;
  bf:contribution [ a bf:Contribution ;
    bf:agent <P30430value> ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of still image"" ] ] ] .","instanceOf >> Work > expressionOf >> StillImage ; > contribution >> Contribution > agent >> Family > rdfs:label ; > role >> Role > rdfs:label=""contributor of still image""
or
instanceOf >> Work > expressionOf >> StillImage ; > contribution >> Contribution > agent* > role >> Role > rdfs:label=""contributor of still image"""
has contributor family of text,http://rdaregistry.info/Elements/m/P30431,"
bf:instanceOf [ a bf:Work ;
  bf:expressionOf [ a bf:Text ] ;
  bf:contribution [ a bf:Contribution ;
    bf:agent [ a bf:Family ;
      rdfs:label ""P30431value"" ] ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of text"" ] ] ] .
# with IRI value
bf:instanceOf [ a bf:Work ;
  bf:expressionOf [ a bf:Text ] ;
  bf:contribution [ a bf:Contribution ;
    bf:agent <P30431value> ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of text"" ] ] ] .","instanceOf >> Work > expressionOf >> Text ; > contribution >> Contribution > agent >> Family > rdfs:label ; > role >> Role > rdfs:label=""contributor of text""
or
instanceOf >> Work > expressionOf >> Text ; > contribution >> Contribution > agent* > role >> Role > rdfs:label=""contributor of text"""
has contributor family of object,http://rdaregistry.info/Elements/m/P30432,"
bf:instanceOf [ a bf:Work ;
  bf:expressionOf [ a bf:Object ] ;
  bf:contribution [ a bf:Contribution ;
    bf:agent [ a bf:Family ;
      rdfs:label ""P30432value"" ] ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of object"" ] ] ] .
# with IRI value
bf:instanceOf [ a bf:Work ;
  bf:expressionOf [ a bf:Object ] ;
  bf:contribution [ a bf:Contribution ;
    bf:agent <P30432value> ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of object"" ] ] ] .","instanceOf >> Work > expressionOf >> Object ; > contribution >> Contribution > agent >> Family > rdfs:label ; > role >> Role > rdfs:label=""contributor of object""
or
instanceOf >> Work > expressionOf >> Object ; > contribution >> Contribution > agent* > role >> Role > rdfs:label=""contributor of object"""
has contributor family of computer content,http://rdaregistry.info/Elements/m/P30433,"
bf:instanceOf [ a bf:Work ;
  bf:contribution [ a bf:Contribution ;
    bf:agent [ a bf:Family ;
      rdfs:label ""P30433value"" ] ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of computer content"" ] ] ] .
# with IRI value
bf:instanceOf [ a bf:Work ;
  bf:contribution [ a bf:Contribution ;
    bf:agent <P30433value> ;
    bf:role [ a bf:Role ;
      rdfs:label ""contributor of computer content"" ] ] ] .","instanceOf >> Work > contribution >> Contribution > agent >> Family > rdfs:label ; > role >> Role > rdfs:label=""contributor of computer content""
or
instanceOf >> Work > contribution >> Contribution > agent* > role >> Role > rdfs:label=""contributor of computer content"""
