original_RDA_identifier,rda_entity,equivalent_BF_identifier,bf_entity
df0a069e-f03d-44e6-abf5-ec9fb1f4a0d1,item,1c0f9b84-cf90-4ea2-8451-4d25b3d28733,item
e39ee2b0-063c-4d7b-87d5-a90ae4124e1d,item,df5f449c-648d-492a-8eb5-14914b5f3930,item
e6a03d03-c5a9-4778-a804-78d9d71f7473,item,043d4c2a-15cd-4bea-b8e3-b64887190ff2,item
e6e2204b-df84-4359-9d20-2c99e052bfd9,item,7c8eecd4-c533-4884-aa22-93a81988680c,item
e8358515-4aa7-414b-8fc5-b25a0212399b,item,844a6bc7-543f-4d1b-abcc-7307e2cdbd3f,item
ea697eb6-2c07-460d-82e6-9f8de4f10755,item,a31dce9a-c0bf-43ed-a26c-972b70e376b7,item
eaf9e739-a27b-49ac-b7b4-11b5e5859466,item,ece0e9f7-50e7-4656-929e-8e34002ab46e,item
ed7c84be-fcce-4553-9b31-00f869919f3b,item,03ba3a32-fb3f-4703-9384-555f1b96e449,item
edf07a84-0246-4db9-aa6f-5581dd127e37,item,66d9e450-c4a6-4ffa-959f-33d5b085d4d6,item
eef37748-267d-462a-9e21-e6b0a30e4678,item,99c09315-d3fb-46b9-b904-91bd9dfe4957,item
f0b775f0-639b-4015-906e-34d87fa0456a,item,fc6d7da2-b54f-4c53-a516-f60c2dab821e,item
f5b385db-a01e-480d-9d1a-34f9251d1f7c,item,7af7ccf8-8771-4f0a-9299-90ee46a1d32f,item
f62bb011-05c7-4e2b-98f4-b4f27cda26a2,item,10cacb59-f3d6-43cf-8458-acc649cc03ac,item
f76e279c-5a4c-443a-8b9e-b5644f852412,item,1ea58c75-c6ea-48c9-b411-2a8b96ba8c44,item
f8de7190-62fd-4d3c-9f12-9054646bfce9,item,b8917b25-2c81-424d-a16b-209527bb8581,item
f94467c3-f68d-4be3-9d61-1bfcc5b6561e,item,a5991a55-b880-4b07-aacd-cd47df4e5db1,item
f94e3e92-555b-4100-961f-b78db89ab09e,item,fd3628ba-08fa-4465-bb68-31c4c355b8c1,item
fd6ff919-95e3-4d84-a932-df46c57ea167,item,ab8ae59d-9b09-40d1-b7b8-92cc99a3d630,item
